Index,id,Keyword,name,address,street_address,city,state,zipcode,Plus_Code,website,phone,email,Facebook,Twitter,Instagram,Lat,Lng,Verification_Text,Category,Rating,Reviews,profile_photo,Sub_Title,Pricing,Amenities,Description,Summary,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,External_Urls,Photo_Tags,URL
131,130,"Franklin County, Alabama Electrician",Jones Electric Co. LLC,"506 S Magnolia St, Florence, AL 35630",506 S Magnolia St,Florence,AL,35630,"R82P+35 Florence, Alabama",jonesec.com,(256) 284-7922,default@example.com,,,,"34,800181","-87,664536",,Electrician,3,2,https://lh5.googleusercontent.com/p/AF1QipPOhFg-TunOcHkkMTHgTHazPYk-IV3sU3YEwykD=w408-h544-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Jones+Electric+Co.+LLC/@33.1915074,-91.1436509,6z/data=!4m8!1m2!2m1!1sFranklin+County,+Alabama+Electrician!3m4!1s0x887d485e24d7d461:0x550943773172ea32!8m2!3d34.800181!4d-87.664536?hl=en"
132,129,"Franklin County, Alabama Electrician",Shoals Electric Company,"704 Davison Ave, Muscle Shoals, AL 35661",704 Davison Ave,Muscle Shoals,AL,35661,"P8XP+44 Muscle Shoals, Alabama",shoalselectric.com,(256) 381-4146,default@example.com,,,,"34,7478646","-87,6646318",,Electrician,"4,5",8,//geo0.ggpht.com/cbk?panoid=DmmjMRcvoD-TENw0ZaXvpQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=184.74927&pitch=0&thumbfov=100,,,,,,7:30AM–4PM,7:30AM–4PM,7:30AM–4PM,7:30AM–4PM,7:30AM–4PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Shoals+Electric+Company/@33.1915074,-91.1436509,6z/data=!4m8!1m2!2m1!1sFranklin+County,+Alabama+Electrician!3m4!1s0x887d4f2c46ba0aff:0xcaa4b9b7c1740c96!8m2!3d34.7478646!4d-87.6646318?hl=en"
133,127,"Franklin County, Alabama Electrician",Cypress Electric,"903 Betty Rose Ln, Tuscumbia, AL 35674",903 Betty Rose Ln,Tuscumbia,AL,35674,"M6VX+GM Tuscumbia, Alabama",,(256) 277-5088,default@example.com,,,,"34,693854","-87,750863",Claim this business,Electrician,"3,4",5,//geo2.ggpht.com/cbk?panoid=edfjWxCIvmKDW-8wCQ60lQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=8.081309&pitch=0&thumbfov=100,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Cypress+Electric/@33.1915074,-91.1436509,6z/data=!4m8!1m2!2m1!1sFranklin+County,+Alabama+Electrician!3m4!1s0x887d5864192f589d:0x2822d5ec6195b92a!8m2!3d34.693854!4d-87.750863?hl=en"
134,112,"Pike County, Alabama Electrician","Pike Road Electric Co., Inc","367 Kershaw Industrial Blvd, Montgomery, AL 36117",367 Kershaw Industrial Blvd,Montgomery,AL,36117,"9V7J+PQ Montgomery, Alabama",business.site,(334) 281-0909,default@example.com,,,,"32,3642708","-86,1181058",,Electrician,5,4,https://lh5.googleusercontent.com/p/AF1QipM_V-hTPWlIrvRBubWqvmbFZsgjPaVPiF4_U78y=w408-h278-k-no,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–3:30PM,Closed,Closed,,"All, Latest, By owner, Street View & 360°","https://www.google.com/maps/place/Pike+Road+Electric+Co.,+Inc/@32.0276822,-86.5174767,9z/data=!4m8!1m2!2m1!1sPike+County,+Alabama+Electrician!3m4!1s0x888c2dbf5e3c56f5:0x827557c197a07ef1!8m2!3d32.3642708!4d-86.1181058?hl=en"
135,108,"Pike County, Alabama Electrician",SSS Heating Cooling & Electrical,"1401 Park St, Troy, AL 36081",1401 Park St,Troy,AL,36081,"Q2QP+2W Troy, Alabama",,(334) 566-0008,default@example.com,,,,"31,7875513","-85,9627062",Claim this business,Heating contractor,3,2,//geo2.ggpht.com/cbk?panoid=YlvtzIFGq1m2ISCnLLrJCw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=225.83397&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/SSS+Heating+Cooling+%26+Electrical/@32.0276822,-86.5174767,9z/data=!4m8!1m2!2m1!1sPike+County,+Alabama+Electrician!3m4!1s0x888ded0369723a85:0xaeddd0e769113cc!8m2!3d31.7875513!4d-85.9627062?hl=en"
136,95,"Chambers County, Alabama Electrician","Waller Electric, LLC","1444 Co Rd 173, Opelika, AL 36801",1444 Co Rd 173,Opelika,AL,36801,"PJR7+95 Opelika, Alabama",,(334) 707-0465,default@example.com,,,,"32,7408976","-85,3870616",Claim this business,Electrician,1,1,//geo2.ggpht.com/cbk?panoid=wGE4dJwDet2jzDj4EzywvA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=42.062527&pitch=0&thumbfov=100,,,,,,7:30AM–5PM,7:30AM–5PM,7:30AM–5:30PM,7:30AM–5PM,7:30AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Waller+Electric,+LLC/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sChambers+County,+Alabama+Electrician!3m4!1s0x888c91721e53df25:0xa7c1ef2c07c335ea!8m2!3d32.7408976!4d-85.3870616?hl=en"
137,94,"Chambers County, Alabama Electrician",Wayne's Electrical Services,"3030 15th St SW, Lanett, AL 36863",3030 15th St SW,Lanett,AL,36863,"RQXF+R7 Lanett, Alabama",business.site,(334) 576-2454,default@example.com,,,,"32,8495676","-85,2268017",Claim this business,Electrician,"3,7",3,//geo3.ggpht.com/cbk?panoid=hQLLH1iSC24qxiHq9MmglQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=0.65890527&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Wayne's+Electrical+Services/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sChambers+County,+Alabama+Electrician!3m4!1s0x888ca3012e26e8c5:0xde7cf686278f0158!8m2!3d32.8495676!4d-85.2268017?hl=en"
138,93,"Chambers County, Alabama Electrician",Lankford Electric,"3414 16th St SW, Lanett, AL 36863",3414 16th St SW,Lanett,AL,36863,"RQXC+77 Lanett, Alabama",business.site,(334) 576-2864,default@example.com,,,,"32,848172","-85,229258",Claim this business,Electrician,"2,3",3,//geo0.ggpht.com/cbk?panoid=RKC4a-qok-_lhfJSeH8kHw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=340.39935&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Lankford+Electric/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sChambers+County,+Alabama+Electrician!3m4!1s0x888ca3018e2f641f:0xe047b0704bbaa212!8m2!3d32.848172!4d-85.229258?hl=en"
139,92,"Chambers County, Alabama Electrician",Chattahoochee Electrical Services,"2106 43rd St, Valley, AL 36854",2106 43rd St,Valley,AL,36854,"RRHC+JV Valley, Alabama",,(706) 518-2063,default@example.com,,,,"32,8291216","-85,1777657",Claim this business,Electrician,"4,3",4,//geo3.ggpht.com/cbk?panoid=sn4JHwLhvR9GtxPx4Dk-pw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=187.36092&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Chattahoochee+Electrical+Services/@32.3765233,-89.1512568,6z/data=!4m8!1m2!2m1!1sChambers+County,+Alabama+Electrician!3m4!1s0x888ca40c6c848e49:0x81678790c77a9e7a!8m2!3d32.8291216!4d-85.1777657?hl=en"
140,90,"Lawrence County, Alabama Electrician",A T Electrical,"3026 Ridgeway Dr SW, Decatur, AL 35603",3026 Ridgeway Dr SW,Decatur,AL,35603,"HWQW+H6 Decatur, Alabama",,(256) 355-7338,default@example.com,,,,"34,5888833","-87,054486",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=8WNdxP6qbiqnNHmnF_zBnw&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=359.94113&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/A+T+Electrical/@16.4724415,159.563353,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x886284c8db169635:0x82352d15332a40a9!8m2!3d34.5888833!4d-87.054486?hl=en"
141,86,"Lawrence County, Alabama Electrician",Cache Valley Electric,"4301 Iverson Blvd, Trinity, AL 35673",4301 Iverson Blvd,Trinity,AL,35673,"JWP4+P3 Trinity, Alabama",cve.com,(256) 308-9900,default@example.com,,,,"34,6368378","-87,0948709",Claim this business,Electrician,1,1,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Cache+Valley+Electric/@34.6368378,-122.9542459,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x88629a8e57d4bdd5:0x4057b0a1cbdfdf9e!8m2!3d34.6368378!4d-87.0948709?hl=en"
142,85,"Lawrence County, Alabama Electrician",Burden Electric Heating & Air,"11345 6th St, Leighton, AL 35646",11345 6th St,Leighton,AL,35646,"PGGR+Q8 Leighton, Alabama",,(256) 810-1133,default@example.com,,,,"34,726914","-87,4592404",,Electrician,5,4,//geo1.ggpht.com/cbk?panoid=nDMOjIZVWWPjz-YDZZNh9Q&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=16.34352&pitch=0&thumbfov=100,,,,,,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,7AM–5PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Burden+Electric+Heating+%26+Air/@16.4724415,159.563353,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x8862b15fe5af2f6f:0x2dcd38be8df6f9c7!8m2!3d34.726914!4d-87.4592404?hl=en"
143,83,"Lawrence County, Alabama Electrician",Dr Electric,"Rogersville, AL 35652",,Rogersville,AL,35652,,,(256) 810-5135,default@example.com,,,,"34,8256425","-87,2947417",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=0exiYZENlM7BA7P9F9Y_SQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=201.83542&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Dr+Electric/@16.4724415,159.563353,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x8862bf5122b78d4f:0x48826fab9578b6d4!8m2!3d34.8256425!4d-87.2947417?hl=en"
144,82,"Lawrence County, Alabama Electrician",Welborn Electric,"Moulton, AL 35650",,Moulton,AL,35650,,,(256) 974-2977,default@example.com,,,,"34,4812062","-87,2933533",Claim this business,Electrician,,,//geo1.ggpht.com/cbk?panoid=8v-Tn9pj45G077kSGfJbHA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=84.10314&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Welborn+Electric/@34.4812062,-123.1527283,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x8862a0a8590e8ff7:0x8f352431a79e3325!8m2!3d34.4812062!4d-87.2933533?hl=en"
145,80,"Lawrence County, Alabama Electrician",Shoals Electric Co,"16504 Co Rd 150, Courtland, AL 35618",16504 Co Rd 150,Courtland,AL,35618,"PMJP+F2 Courtland, Alabama",,(256) 637-2100,default@example.com,,,,"34,7311413","-87,3149281",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Shoals+Electric+Co/@34.7311413,-123.1743031,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x8862bb5292fb077f:0x29e22b2ced36a022!8m2!3d34.7311413!4d-87.3149281?hl=en"
146,79,"Lawrence County, Alabama Electrician",Jeff Turner Electrical,"6706 Co Rd 434, Trinity, AL 35673",6706 Co Rd 434,Trinity,AL,35673,"HRCR+FC Trinity, Alabama",,(256) 974-0642,default@example.com,,,,"34,5712445","-87,1589957",,Electrician,5,5,https://lh5.googleusercontent.com/p/AF1QipMHNGbCV5PCHrnikQ6ctzqJOtM2aCsfmBZGVZPg=w426-h240-k-no,,,,,,7AM–4:30PM,7AM–4:30PM,7AM–4:30PM,7AM–4:30PM,7AM–4:30PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Jeff+Turner+Electrical/@16.4724415,159.563353,3z/data=!4m8!1m2!2m1!1sLawrence+County,+Alabama+Electrician!3m4!1s0x8862994912e515ff:0xea1caa27b33cd34a!8m2!3d34.5712445!4d-87.1589957?hl=en"
147,75,"Covington County, Alabama Electrician",Roger's Refrigeration & Electrical,"334 E Watson St, Andalusia, AL 36420",334 E Watson St,Andalusia,AL,36420,"8G3F+77 Andalusia, Alabama",myrogersrefrigeration.com,(334) 222-8977,default@example.com,,,,"31,3031588","-86,4767566",,HVAC contractor,"4,1",25,https://lh5.googleusercontent.com/p/AF1QipOctRF4NB7eGmqoD7c_sMN4zC3Coh18NlCm6fHZ=w408-h270-k-no,,,,,,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Roger's+Refrigeration+%26+Electrical/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCovington+County,+Alabama+Electrician!3m4!1s0x8891ec20ffb5cddd:0xd8071a3520ef8990!8m2!3d31.3031588!4d-86.4767566?hl=en"
148,71,"Covington County, Alabama Electrician",Walker Electric Inc,"726 Stanley Ave, Andalusia, AL 36420",726 Stanley Ave,Andalusia,AL,36420,"7GXH+JF Andalusia, Alabama",walkerelectricheatingandair.com,(334) 222-2481,default@example.com,,,,"31,2991065","-86,4713502",,HVAC contractor,"3,3",10,//geo1.ggpht.com/cbk?panoid=nV2KkQRnnc8isHncRsjFKg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=279.4687&pitch=0&thumbfov=100,,,,,,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,7:30AM–4:30PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Walker+Electric+Inc/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCovington+County,+Alabama+Electrician!3m4!1s0x8891ec266db38193:0x16217382f25d8cdb!8m2!3d31.2991065!4d-86.4713502?hl=en"
149,66,"Covington County, Alabama Electrician",Jordan Electric • Plumbing & Septic Services,"311 Tucker St, Andalusia, AL 36420",311 Tucker St,Andalusia,AL,36420,"8G3G+X2 Andalusia, Alabama",,(334) 427-9543,default@example.com,,,,"31,3049334","-86,4748876",,Electrician,"4,6",14,https://lh5.googleusercontent.com/p/AF1QipMD7DJRUYwWFZqNUwYH8P1tT9sWrZ_ZsMYpQDpP=w426-h240-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Jordan+Electric+%E2%80%A2+Plumbing+%26+Septic+Services/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCovington+County,+Alabama+Electrician!3m4!1s0x8891ee9e22dbfd47:0xfdd62a5b2cb42fdc!8m2!3d31.3049334!4d-86.4748876?hl=en"
150,42,"Tallapoosa County, Alabama Electrician",Wiregrass Electrical Contracting,"156 Moonbrook Dr, Dadeville, AL 36853",156 Moonbrook Dr,Dadeville,AL,36853,"P5WP+RJ Dadeville, Alabama",wiregrasselectrical.com,(334) 734-6870,default@example.com,,,,"32,7470505","-85,8134061",,Electrician,5,1,https://lh5.googleusercontent.com/p/AF1QipNA4fA8b3XDzquP9P3CJBm8492Eh4d2zy6FCQTp=w506-h240-k-no,,,,,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,"All, By owner","https://www.google.com/maps/place/Wiregrass+Electrical+Contracting/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sTallapoosa+County,+Alabama+Electrician!3m4!1s0x888c6fc87b82b0bf:0x839da8a93311cda8!8m2!3d32.7470505!4d-85.8134061?hl=en"
151,36,"Tallapoosa County, Alabama Electrician",Danny Hayes Electric,"358 W Columbus St, Dadeville, AL 36853",358 W Columbus St,Dadeville,AL,36853,"R6JM+FC Dadeville, Alabama",,(256) 825-7535,default@example.com,,,,"32,8311465","-85,766384",Claim this business,Electrician,5,2,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Danny+Hayes+Electric/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sTallapoosa+County,+Alabama+Electrician!3m4!1s0x888c7aaa76d0ab63:0x3b381913bd23ae2b!8m2!3d32.8311465!4d-85.766384?hl=en"
152,28,"Chilton County, Alabama Electrician",Holsombeck Electric Co Inc,"Montevallo, AL 35115",,Montevallo,AL,35115,"442P+78 Montevallo, Alabama",,(205) 663-1192,default@example.com,,,,"33,1006661","-86,8641479",Claim this business,Electrician,5,2,//geo0.ggpht.com/cbk?panoid=0_6D_9fa9eK2c1lAlQ9gQg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=159.17886&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Holsombeck+Electric+Co+Inc/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sChilton+County,+Alabama+Electrician!3m4!1s0x88892a4c8fbecbf1:0x8402d6b02cc3e47!8m2!3d33.1006661!4d-86.8641479?hl=en"
153,26,"Chilton County, Alabama Electrician",R E Pilkerton Electric Inc,"169 Davila Dr, Montevallo, AL 35115",169 Davila Dr,Montevallo,AL,35115,"4563+89 Montevallo, Alabama",,(205) 665-2503,default@example.com,,,,"33,11077","-86,846566",Claim this business,Electrician,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/R+E+Pilkerton+Electric+Inc/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sChilton+County,+Alabama+Electrician!3m4!1s0x88892bc137941bd5:0x78f4d1988e8a297e!8m2!3d33.11077!4d-86.846566?hl=en"
154,23,"Chilton County, Alabama Electrician",Yessick Electric Inc,"11109 Highway 17, Montevallo, AL 35115",11109 Highway 17,Montevallo,AL,35115,"35V4+3H Montevallo, Alabama",,(205) 663-5329,default@example.com,,,,"33,092675","-86,843597",Claim this business,Electrician,,,//geo2.ggpht.com/cbk?panoid=Lij10gO-iNkOot_rqSXwww&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=6.817548&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Yessick+Electric+Inc/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sChilton+County,+Alabama+Electrician!3m4!1s0x88892ba2f5b794f1:0x270e3bd4c024fbb6!8m2!3d33.092675!4d-86.843597?hl=en"
155,21,"Chilton County, Alabama Electrician",Ray's Electrical Service LLC,"931 Meriweather Dr, Calera, AL 35040",931 Meriweather Dr,Calera,AL,35040,"463J+M3 Calera, Alabama",,(205) 643-3594,default@example.com,,,,"33,1041993","-86,7697795",,Electrical installation service,5,1,https://lh5.googleusercontent.com/p/AF1QipNMeybbg58KhUybuuofGzJG6dgXMcXKnXRVgmS_=w408-h306-k-no,,,,,,7AM–4PM,7AM–4PM,7AM–4PM,7AM–4PM,7AM–4PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Ray's+Electrical+Service+LLC/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sChilton+County,+Alabama+Electrician!3m4!1s0x88892dce069cdf07:0xfe9a2de1cabeeddb!8m2!3d33.1041993!4d-86.7697795?hl=en"
156,20,"Chilton County, Alabama Electrician",Dudley Williams Electric Co,"559 Co Rd 86, Calera, AL 35040",559 Co Rd 86,Calera,AL,35040,"476V+J7 Calera, Alabama",,(205) 668-7166,default@example.com,,,,"33,111541","-86,706854",Claim this business,Electrician,,,//geo3.ggpht.com/cbk?panoid=-HTsfaYd37d9v0-mmBArKQ&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=352.5371&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Dudley+Williams+Electric+Co/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sChilton+County,+Alabama+Electrician!3m4!1s0x88893231826ff4df:0x48d29320f1390cc6!8m2!3d33.111541!4d-86.706854?hl=en"
157,17,"Chilton County, Alabama Electrician",Darin Scott Electric LLC,"390 Co Rd 218, Jemison, AL 35085",390 Co Rd 218,Jemison,AL,35085,"W65R+JQ Jemison, Alabama",,(205) 646-0407,default@example.com,,,,"32,9090184","-86,7580512",Claim this business,Electrician,4,3,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,,,,,,,"https://www.google.com/maps/place/Darin+Scott+Electric+LLC/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sChilton+County,+Alabama+Electrician!3m4!1s0x888ed1c9154043ed:0xa6662bd342be03aa!8m2!3d32.9090184!4d-86.7580512?hl=en"
158,10,"Dallas County, Alabama Electrician",Suddeth Air Heat & Electric,"503 Woodrow Ave, Selma, AL 36701",503 Woodrow Ave,Selma,AL,36701,"CXV8+GG Selma, Alabama",,(334) 872-9301,default@example.com,,,,"32,443794","-87,0337005",Claim this business,Air conditioning contractor,5,1,//geo3.ggpht.com/cbk?panoid=-r9EQHgjbBux_20XfUdAqA&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=4.2455726&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, Street View & 360°","https://www.google.com/maps/place/Suddeth+Air+Heat+%26+Electric/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sDallas+County,+Alabama+Electrician!3m4!1s0x888f05baed537d59:0xe4d8ae930cfe68e9!8m2!3d32.443794!4d-87.0337005?hl=en"
159,9,"Dallas County, Alabama Electrician","Superior Electrical Contractors, LLC","17 Rountree Dr, Valley Grande, AL 36703",17 Rountree Dr,Valley Grande,AL,36703,"F2G4+V4 Valley Grande, Alabama",superiorelectricalcontractors.net,(205) 826-0740,default@example.com,,,,"32,4771444","-86,9946921",,Contractor,5,1,//geo1.ggpht.com/cbk?panoid=R0GZKDIpxxwk0gp-UctI3Q&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=68.86757&pitch=0&thumbfov=100,,,,,,,,,,,,,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Superior+Electrical+Contractors,+LLC/@32.5564373,-88.9247482,7z/data=!4m8!1m2!2m1!1sDallas+County,+Alabama+Electrician!3m4!1s0x888f0497b23f4ff5:0x8c12e09250813d18!8m2!3d32.4771444!4d-86.9946921?hl=en"
160,904,"Coffee County, Alabama Electrician",Goolsby Bros Plumbing & Electrical,"611 E Lee St, Enterprise, AL 36330",611 E Lee St,Enterprise,AL,36330,"85C2+WW Enterprise, Alabama",goolsbybrosplumbingandelectrical.com,(334) 347-2866,default@example.com,,,,"31,3223097","-85,8477038",,Plumber,"4,4",45,https://lh5.googleusercontent.com/p/AF1QipNtmmNa3L-x8kuMlzz8uBQOEo42aY0GZAOPZ7Ur=w426-h240-k-no,,,,,,,,,,,,,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Goolsby+Bros+Plumbing+%26+Electrical/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCoffee+County,+Alabama+Electrician!3m4!1s0x88926e82bbd919b9:0x3d50c3a20b3b818d!8m2!3d31.3223097!4d-85.8477038?hl=en"
161,902,"Coffee County, Alabama Electrician",Miller & Humphrey Plumbing & Electric Inc.,"602 E Park Ave, Enterprise, AL 36330",602 E Park Ave,Enterprise,AL,36330,"8554+5G Enterprise, Alabama",millerplumbingandelectric.net,(334) 347-9212,default@example.com,,,,"31,3078874","-85,8436482",,Plumber,"3,5",35,https://lh5.googleusercontent.com/p/AF1QipP3WCK3b_K_3TGWJHYzhMCeTyp4ROiTfLwXlC1Q=w427-h240-k-no,,,,,,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,8AM–5PM,Closed,Closed,,"All, By owner, Street View & 360°","https://www.google.com/maps/place/Miller+%26+Humphrey+Plumbing+%26+Electric+Inc./@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCoffee+County,+Alabama+Electrician!3m4!1s0x88926ea189606aaf:0xd0f326e009a36b52!8m2!3d31.3078874!4d-85.8436482?hl=en"
162,900,"Coffee County, Alabama Electrician",J R's Electrical,"108 Oakridge Cir, Enterprise, AL 36330",108 Oakridge Cir,Enterprise,AL,36330,"84QR+92 Enterprise, Alabama",,(334) 347-0674,default@example.com,,,,"31,3384107","-85,8598817",Claim this business,Electrician,,,//geo0.ggpht.com/maps/photothumb/fd/v1?bpb=ChEKD3NlYXJjaC5nd3MtcHJvZBJAChIJeUVk5s1tkogRWLBwObSlKNQSCg1q1a0SFQzS0swaEgnlBujwzW2SiBE-5FXMzSWLjioKDavcrRIVX9LSzBoGCPABEJgD&gl=US,,,,,,,,,,,,,,,"https://www.google.com/maps/place/J+R's+Electrical/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCoffee+County,+Alabama+Electrician!3m4!1s0x88926dcde6644579:0xd428a5b43970b058!8m2!3d31.3384107!4d-85.8598817?hl=en"
163,899,"Coffee County, Alabama Electrician",Kirk Donaldson Cabinet Construction Plumbing and Electrical,"110 Laurel Breeze Dr, Enterprise, AL 36330",110 Laurel Breeze Dr,Enterprise,AL,36330,"94HM+HH Enterprise, Alabama",,(334) 347-3237,default@example.com,,,,"31,3789827","-85,8660003",,Cabinet maker,,,//geo1.ggpht.com/cbk?panoid=SSb9R-xbqNvh6RVi8AfZAg&output=thumbnail&cb_client=search.gws-prod.gps&thumb=2&w=408&h=240&yaw=191.71307&pitch=0&thumbfov=100,,,,,,8AM–4:30PM,8AM–4:30PM,8AM–4:30PM,8AM–4:30PM,8AM–4PM,Closed,Closed,,"All, Street View & 360°","https://www.google.com/maps/place/Kirk+Donaldson+Cabinet+Construction+Plumbing+and+Electrical/@29.5394666,-88.7473534,6z/data=!4m8!1m2!2m1!1sCoffee+County,+Alabama+Electrician!3m4!1s0x8892720a7f2927af:0xad54878e973ebbd2!8m2!3d31.3789827!4d-85.8660003?hl=en"
